ItemNum,source,url,block,new_rand_order,ItemText_Raw,Answer_Key,true_human_or_GPT4,reviewer1_human_or_GPT4,reviewer1_why,reviewer2_human_or_GPT4,reviewer2_why,reviewer3_human_or_GPT4,reviewer3_why,concensus_human_vs_GPT,correct_human_vs_GPT_concensus,reviewer1_time_required_in_minutes,reviewer1_is_gpt_qa_correct,reviewer1_is_gpt_qa_correct_1_word,reviewer1_is_gpt_exp_correct,reviewer1_is_gpt_exp_correct_1_word,reviewer2_time_required_in_minutes,reviewer2_is_gpt_qa_correct,reviewer2_is_gpt_qa_correct_1_word,reviewer2_is_gpt_exp_correct,reviewer2_is_gpt_exp_correct_1_word,reviewer3_time_required_in_minutes,reviewer3_is_gpt_qa_correct,reviewer3_is_gpt_qa_correct_1_word,reviewer3_is_gpt_exp_correct,reviewer3_is_gpt_exp_correct_1_word,consensus_is_gpt_qa_correct,consensus_reason
061H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,117,"An 87-year-old woman, gravida 2, para 2, is brought to the emergency department from a skilled nursing care facility because of profuse vaginal bleeding for 2 days. At the age of 41 years, she underwent a cold knife cone biopsy for cervical dysplasia. Annual follow-up Pap smears until the age of 65 years showed no abnormalities. She is in moderate distress. Temperature is 36.1°C (97.0°F), pulse is 84/min, respirations are 30/min, and blood pressure is 140/90 mm Hg. Abdominal examination shows mild distention and tenderness; no masses are palpated. Pelvic examination shows a large verrucous lesion on the perineum partially covering the anal verge. Speculum examination shows atrophic changes on the vagina and cervix. Which of the following is the most likely explanation for these findings?

(A) Cervical carcinoma
(B) External hemorrhoids
(C) Rectal carcinoma
(D) Rectal polyps
(E) Vulvar carcinoma",E,human,human,,humam,,human,,human,TRUE,,,,,,,,,,,,,,,,,
022H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,118,"A 62-year-old woman with myasthenia gravis comes to the office because of a 2-week history of falling. She says her legs ""give out"" once daily; she falls to the ground but does not hit her head. She took pyridostigmine until 2 weeks ago when she decided that it no longer worked. Respirations are 30/min. Examination shows a hypophonic nasal voice and ptosis bilaterally. Muscle strength is 2/5 in all extremities. The patient is told that she is in imminent danger of respiratory compromise and that she should be admitted to the hospital. She says she knows her breathing could pose a problem, but she hates hospitals and does not want to undergo more tests or therapy. She asks if she can have a prescription for her former medication and if she can go home. Which of the following is the most appropriate next step in management? 

(A) Assessment of medical decision-making capacity
(B) Electromyography and nerve conduction studies
(C) Involuntary hospital admission
(D) Oxygen therapy by nasal canula
(E) Pulmonary function testing",A,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
040H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,119,"A 15-year-old girl is brought to the emergency department by her father because of a 2-hour history of right leg pain that began after she fell from her bicycle. Medical history is remarkable for bilateral hearing loss, a fracture of the humerus at age 8 years, and multiple rib fractures. She takes no medications. Family history is remarkable for kyphoscoliosis, hearing loss, and early onset osteoporosis in her mother; the mother died from complications related to a hip fracture at age 44 years. The patient is a refugee who has recently immigrated. The patient appears to be in distress. She is below the 5th percentile for height, at the 70th percentile for weight, and above the 95th percentile for BMI. Her temperature is 37.0°C (98.6°F), pulse is 118/min, respirations are 12/min, and blood pressure is 130/68 mm Hg. Examination shows kyphosis and hypermobile joints of the hands, wrists, and feet. Examination of the right lower extremity shows superficial abrasions and ecchymoses; there is tenderness to palpation and movement of the extremity. Which of the following is the most likely underlying diagnosis?

(A) Idiopathic juvenile osteoporosis
(B) Juvenile Paget disease
(C) Osteogenesis imperfecta
(D) Osteomalacia
(E) Rickets",C,human,human,,human,,GPT,None of the answer choices fully fit. I can't explain the hypermobile joints in this patient - red herring or I am not sure what the answer here is,human,TRUE,,,,,,,,,,,,,,,,,
091H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,120,"A 72-year-old woman is evaluated in the acute rehabilitation facility where she has been receiving physical therapy since sustaining a stroke 2 weeks ago that resulted in moderate left hemiparesis. A swallowing study obtained on admission to the facility showed no abnormalities and she has been progressing well with her rehabilitation. She is able to walk with the aid of a walker and assistant, has no speech impairment, and tolerates a regular diet. Medical history also is notable for well-controlled hypertension and hyperlipidemia. Medications are lisinopril, simvastatin, and daily aspirin. Temperature is 37.0°C (98.6°F), pulse is 72/min and regular, respirations are 12/min, and blood pressure is 130/80 mm Hg. Cardiopulmonary examination shows no abnormalities. Cranial nerves are intact. Muscle strength in the extremities is 4/5 on the left and 5/5 on the right. Sensation is intact bilaterally. Standardized assessment of cognitive function shows no abnormalities. For the past 2 days, the patient has insisted that she is well enough to go home despite not being fully cleared to do so by her physical therapist and physiatrist, who want her to  stay for 1 more week to try to advance from the walker to a cane. The patient lives with her daughter, son-in-law, and grandson, and has a bedroom on the main floor of the house with no need to use stairs. The daughter works as a stay-at-home mother. Which of the following is the most appropriate next step in management?

(A) Discharge the patient with a plan for home health care and physical therapy
(B) Inform the patient that she would need to sign out against medical advice
(C) Inform the patient that transfer to a long-term care facility is most suitable for her
(D) Request psychiatric evaluation of the patient's decision-making capacity",A,human,human,,human,practical question. only 4 answer choices?,human,,human,TRUE,,,,,,,,,,,,,,,,,
007G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,125,"A 32-year-old gravida 2, para 1 woman presents to her physician for a prenatal visit at 16 weeks gestation. Her previous pregnancy was uneventful and resulted in the full-term delivery of a healthy baby. She does not smoke, drink alcohol, or use illicit drugs. She has no significant medical history and no known exposure to sexually transmitted infections. The patient's vital signs are within normal limits, and her physical examination is unremarkable. Which of the following routine prenatal screenings is most appropriate for this patient at this stage of her pregnancy?

(A) Chlamydia trachomatis
(B) Group B Streptococcus (GBS)
(C) Hepatitis B surface antigen (HBsAg)
(D) Maternal serum alpha-fetoprotein (MSAFP)
(E) Rubella IgG antibody",D,GPT,human,,human,,human,,human,FALSE,,,,,,3,yes,yes,yes,yes,5,Yes,yes,Yes,yes,yes,
049G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,126,"A 12-year-old girl is brought to the pediatrician by her parents due to a 6-month history of difficulty paying attention in school and maintaining focus on tasks. Her teachers report that she is easily distracted, forgetful, and often fails to complete assignments. The girl has average grades and no history of academic difficulties prior to this period. Her parents also report that she seems more disorganized and loses her belongings frequently. Physical examination and developmental milestones are within normal limits. Her hearing and vision are also normal. Which of the following is the most likely diagnosis?

(A) Attention-deficit/hyperactivity disorder, inattentive presentation
(B) Generalized anxiety disorder
(C) Major depressive disorder
(D) Normal pre-adolescent behavior
(E) Specific learning disorder
(F) Adjustment disorder",A,GPT,human,,GPT,some options seem way off,human,,human,FALSE,,,,,,5,yes,yes,yes,yes,1,Yes,yes,Yes,yes,yes,
110G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,130,"A 28-year-old woman presents to her primary care physician with complaints of fatigue, palpitations, and shortness of breath for the past few weeks. She has a history of Crohn's disease and follows a strict vegan diet. On physical examination, she appears pale and has mild glossitis. A complete blood count reveals a macrocytic anemia. Which of the following is the most likely cause of her anemia?

(A) Folic acid deficiency
(B) Hemolytic anemia
(C) Iron deficiency
(D) Sickle cell anemia
(E) Vitamin B₁₂ (cobalamin) deficiency
(F) Thalassemia",E,GPT,human,,human,,human,,human,FALSE,,,,,,2,yes,yes,yes,yes,,,,,,yes,
075G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,132,"A 12-year-old boy is brought to the pediatrician by his mother, who is concerned about his recurrent abdominal pain for the past 2 months. The pain is described as crampy and is associated with diarrhea and occasional low-grade fever. The boy's appetite has decreased, and he has lost 5 pounds in the last month. He has no history of serious illness and is not taking any medications. He is at the 45th percentile for height and 40th percentile for weight. His vital signs are: temperature 37.6°C (99.7°F), pulse 90/min, respirations 16/min, and blood pressure 100/65 mm Hg. The abdominal examination reveals mild diffuse tenderness without guarding or rebound. The remainder of the physical examination is unremarkable. Which of the following is the most appropriate next step in diagnosis?

(A) Abdominal ultrasound
(B) Barium enema
(C) Colonoscopy with biopsy
(D) Stool culture and sensitivity
(E) Upper endoscopy",C,GPT,human,,GPT,just a hunch,GPT,I'm not sure there is enough information in this vignette to really make a decision on next steps.,GPT,TRUE,,,,,,6,"yes, this kid obviously has IBD and needs a colonoscopy. However according to uptodate he should still have a stool culture as first step to rule out infections. To be fair this is probably more important in resource limited areas. In resource limited areas - infection remains the most common cause of chronic diarrhea including with weight loss.",yes,yes,yes,,,,,,yes,
059H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,133,"A 32-year-old man comes to the office for a follow-up examination 2 months after he was diagnosed with hypertension. He arrives late for the appointment, stating that he had to make sure no one followed him here because some ""drug dealers"" are after him. He insists that he be seen in an examination room with no windows. He says he is ""fine"" but is reluctant to answer questions because ""doctors hold everything against me."" He doubts his diagnosis and says, ""Doctors and drug companies are in cahoots trying to get my money."" He refuses to speak with the office manager about his bill because he thinks ""she looks at me funny and makes nasty remarks about me behind my back."" He says he has no history of psychiatric illness; his medical record indicates that he has made similar statements during the past 7 years concerning doctors and office staff but he always refused to elaborate on his statements. His medications are metoprolol and hydrochlorothiazide. He does not drink alcohol or use illicit drugs. Vital signs are within normal limits. Physical and neurologic examinations show no abnormalities. Results of screening laboratory studies are within the reference ranges. Which of the following is the most appropriate next step in management?

(A) Begin clonazepam therapy
(B) Begin risperidone therapy
(C) Begin sertraline therapy
(D) Determine whether the patient has friends or family who can monitor him at home
(E) Determine whether the patient has had thoughts of harming others
(F) Determine whether the patient is adherent to his medication",E,human,human,,GPT,"as a group, not coherent answer choices",human,,human,TRUE,,,,,,,,,,,,,,,,,
057G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,136,"A 45-year-old man visits his primary care physician with a 2-week history of progressive fatigue, generalized muscle weakness, and difficulty swallowing solid foods. He reports no history of recent infections, fever, or travel. His medical history is significant for hypertension, which is well-controlled on hydrochlorothiazide. Physical examination reveals bilateral ptosis and proximal muscle weakness. Laboratory tests, including complete blood count, electrolytes, and renal and liver function tests, are all within normal limits. Which of the following is the most appropriate next step in the evaluation of this patient?

(A) Acetylcholine receptor antibody testing
(B) Electromyography (EMG)
(C) Lumbar puncture for cerebrospinal fluid analysis
(D) MRI of the brain with contrast
(E) Thyroid function tests",A,GPT,human,,human,,GPT,This is too straight forward,human,FALSE,,,,,,2,yes,yes,yes,yes,,,,,,yes,
043G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,137,"A 62-year-old woman presents to the clinic with a 3-month history of persistent dry cough and increasing fatigue. She has no history of fever, chest pain, shortness of breath, or weight loss. Her past medical history is significant for hypertension, which is well controlled with medication. She has never smoked and does not consume alcohol. Vital signs are temperature 36.8°C (98.2°F), pulse 80/min, respirations 16/min, and blood pressure 128/78 mm Hg. On physical examination, her lungs are clear to auscultation bilaterally. Cardiac examination reveals a normal S1 and S2 with no extra heart sounds or murmurs. Jugular venous pulsation is not elevated. There is no clubbing, cyanosis, or edema of the extremities. Laboratory tests, including complete blood count, serum chemistry profile, and urinalysis, are within normal limits. A chest x-ray shows bilateral hilar lymphadenopathy without obvious parenchymal abnormalities. Which of the following is the most appropriate next step in evaluation?

(A) Bronchoscopy with transbronchial biopsy
(B) Echocardiography
(C) High-resolution CT scan of the chest
(D) Pulmonary function tests
(E) Thoracic PET scan",A,GPT,human,,human,think trying to determine if tester understands diagnosis of sarcoid,human,,human,FALSE,,,,,,2,yes,yes,yes,yes,2,No. Bronchoscopy is an invasive procedure and is typically performed AFTER obtaining chest CT,no,No,no,50/50,AI-chosen answer is incorrect
116G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,138,"A 32-year-old woman presents to her primary care physician with complaints of fatigue, weight gain, and cold intolerance over the past six months. Her menstrual periods have become irregular, with occasional heavy bleeding. On physical examination, her blood pressure is 125/80 mm Hg, and her pulse rate is 60 beats per minute. Her skin appears dry, and she has brittle hair. Thyroid examination reveals a diffusely enlarged gland without nodules. Laboratory findings include an elevated serum thyroid-stimulating hormone (TSH) concentration and a decreased serum free thyroxine (T4) concentration. Serum antithyroid peroxidase (TPO) antibodies are also elevated. Which of the following is the most likely diagnosis?

(A) Graves' disease
(B) Hashimoto's thyroiditis
(C) Subacute thyroiditis
(D) Thyroid adenoma
(E) Toxic multinodular goiter",B,GPT,human,,human,burned out phase of thyroiditis?,GPT,This question is way too simple and obvious.,human,FALSE,,,,,,0,yes,yes,yes,yes,3,Yes,yes,Yes,yes,yes,
077H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,139,"An 8-year-old boy is brought to the emergency department (ED) by ambulance 45 minutes after he was struck by a car while riding his bicycle. He did not lose consciousness but has multiple rib fractures with depression of the left anterior chest wall. His parents have been notified and are on their way to the hospital. On the patient's arrival to the ED, his temperature is 37.2°C (99.0°F), pulse is 180/min, respirations are 36/min, and blood pressure is 65/30 mm Hg. The abdomen is distended with exquisite tenderness to palpation. A rapid intravenous infusion of 0.9% saline is begun. CT scans are quickly obtained and show a disrupted spleen and an abdominal cavity filled with free fluid. The parents arrive at the hospital and are informed that their son needs an emergency laparotomy and splenectomy to control the internal bleeding. A saline infusion is continued to support the patient's blood pressure. The parents provide consent to proceed with the operation but refuse to consent to transfusion of blood or blood products, regardless of consequences, because of their religious beliefs. As the patient is transferred to the operating room, his pulse is 210/min and blood pressure is 50/20 mm Hg. Hemoglobin concentration is 3.8 g/dL. The surgeon agrees with the anesthesiologist that the patient will die without transfusion of blood and plasma. Which of the following is the most appropriate action?

(A) Contact the national organization of the parents’ religion and insist that the parents speak with a representative on the phone regarding the matter
(B) Contact the parents’ religious advisor to request help in acquiring consent for blood transfusion
(C) Proceed with the blood transfusion while obtaining an emergency telephone court order
(D) Proceed with the operation and abide by the parents’ wishes that no blood products be used
(E) Transfer the patient by ambulance immediately to a bloodless surgical center",C,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
100G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,140,"A 56-year-old woman is admitted to the hospital with severe abdominal pain, fever, and vomiting. Laboratory results reveal elevated white blood cell count, and a CT scan of the abdomen shows a thickened gallbladder wall with surrounding fluid. The patient is diagnosed with acute cholecystitis and is scheduled for a laparoscopic cholecystectomy. The anesthesiologist reviews the patient's medical history and notes that she has a history of malignant hyperthermia following a previous surgery. Which of the following is the most appropriate anesthetic management for this patient?

(A) Proceed with general anesthesia using a volatile anesthetic agent
(B) Use a total intravenous anesthesia (TIVA) technique
(C) Administer succinylcholine for rapid sequence intubation
(D) Perform the surgery under local anesthesia
(E) Cancel the surgery and manage the patient conservatively with antibiotics",B,GPT,human,,human,,human,,human,FALSE,,,,,,3,yes,yes,yes,yes,4,Yes,yes,Yes,yes,yes,
118G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,141,"A 35-year-old man presents to the emergency department with a 2-day history of severe, crampy abdominal pain, and watery diarrhea. The patient mentions that he recently returned from a trip to Mexico. On examination, he appears dehydrated, with a temperature of 38.6°C (101.5°F), pulse 110/min, respirations 22/min, and blood pressure 95/60 mm Hg. Abdominal examination reveals diffuse tenderness and hyperactive bowel sounds. No rebound tenderness or guarding is noted. Stool sample shows no blood or mucus. Which of the following is the most likely diagnosis?

(A) Acute appendicitis
(B) Inflammatory bowel disease exacerbation
(C) Irritable bowel syndrome
(D) Ischemic colitis
(E) Noninvasive bacterial enteritis
(F) Traveler's diarrhea",F,GPT,GPT,"This is too obvious of a question, and 'Traveler's diarrhea' is a layperson phrase",GPT,"E and F are both appropriate, I think, and the difference between them is not differentiated in this question..",GPT,Answer is very obvious from vignette,GPT,TRUE,,,,,,0,yes,yes,yes,yes,,,,,,yes,
097G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,143,"A 32-year-old woman presents to the emergency department with severe shortness of breath and chest pain. She has a history of deep vein thrombosis and was recently on a 10-hour flight. Her vital signs are: temperature 36.7°C (98°F), pulse 110/min, respirations 24/min, and blood pressure 95/60 mm Hg. Her oxygen saturation is 92% on room air. Physical examination reveals tachypnea and tachycardia. The remainder of the examination is unremarkable. An ECG shows sinus tachycardia and S1Q3T3 pattern. A D-dimer test is positive. The most appropriate next step in the management of this patient is which of the following?

(A) Administer IV heparin
(B) Perform a CT pulmonary angiogram
(C) Administer nitroglycerin
(D) Perform a ventilation-perfusion (V/Q) scan
(E) Administer aspirin and beta-blocker",B,GPT,human,,human,I think they are trying to get you to stabilize the patient before getting definitive diagnosis. Not sure.. a little pedantic,human,,human,FALSE,,,,,,1,yes,yes,yes,yes,0.5,Yes,yes,Yes,yes,yes,
039G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,144,"A 35-year-old man presents to the emergency department with sudden onset severe chest pain radiating to his back. The pain began 2 hours ago and has been constant since then. He has a history of hypertension, which has been poorly controlled. On examination, his blood pressure is 190/120 mm Hg, pulse is 110/min, respirations are 22/min, and temperature is 37.0°C (98.6°F). The cardiovascular examination reveals a harsh systolic murmur heard best at the right upper sternal border. The rest of the examination is unremarkable.

The patient undergoes an urgent CT angiogram, which demonstrates a dissection in the descending thoracic aorta. His laboratory findings include:

Hemoglobin: 14 g/dL
Hematocrit: 42%
Platelet count: 220,000/mm³
Prothrombin time: 12 seconds
Activated partial thromboplastin time: 35 seconds
Serum Creatinine: 1.5 mg/dL
Which of the following is the most appropriate next step in the management of this patient?

(A) Immediate surgical intervention
(B) Intravenous beta-blocker therapy
(C) Intravenous heparin infusion
(D) Intravenous nitroglycerin infusion
(E) Percutaneous coronary intervention",B,GPT,human,,human,,human,,human,FALSE,,,,,,2,No,no,No - this patient does have a Stanford type B dissection however his Creatinine is 1.5. Assuming this is not his baseline Creatinine which the prompt should mention if it was then this  he has an acute kidney injury as a result of the dissection. Therefore he is having a complication of his dissection and needs immediate surgery.,no,3,Yes,yes,Yes,yes,50/50,AI-chosen answer is incorrect
111G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,145,"A 27-year-old woman presents to the clinic with a 5-day history of fever, sore throat, and fatigue. She has not experienced difficulty swallowing, ear pain, or nasal congestion. She has no history of serious illness and takes no medications. Examination reveals a fever of 101°F (38.3°C), enlarged tonsils with white exudates, and tender anterior cervical lymphadenopathy. A rapid strep test is positive. The physician decides to prescribe amoxicillin to treat the patient's streptococcal pharyngitis. Which of the following is the most appropriate way for the physician to write the prescription?

(A) Amoxicillin 500 mg, take 1 capsule orally, three times daily for 10 days
(B) Amoxicillin 500 mg, take 1 capsule PO TID x 10 days
(C) Amoxicillin 500 mg, take 1 capsule PO, TID, for 10D
(D) Amoxicillin 500 mg, 1 capsule by mouth, 3 times/day, 10 days",A,GPT,GPT,Answers are too similar,GPT,doesn't seem like a good question?,GPT,"PO and TID are not on the list of ""do not use"" acronyms due to confusion",GPT,TRUE,,,,,,2,yes,yes,yes,yes,3,No; the concept was correct but the dosage was wrong; should be two times a day instead of 3 times a day,no,Yes,yes,50/50,No correct answer
031H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,146,"A 12-year-old girl is brought to the physician for a follow-up examination 8 days after starting a course of oral penicillin for streptococcal pharyngitis. Temperature is 38.6°C (101.5°F). Examination shows an erythematous morbilliform rash, urticaria, mild swelling of the hands and feet, arthralgias, and lymphadenopathy. Leukocyte count is 13,000/mm³ (62% segmented neutrophils, 10% eosinophils, and 28% lymphocytes). Urinalysis shows 2+ protein. Which of the following is most appropriate to prevent recurrence of these symptoms if the patient is diagnosed with streptococcal pharyngitis again?

(A) Pretreatment with an antihistamine
(B) Pretreatment with a corticosteroid
(C) Skin testing with benzylpenicilloyl polylysine prior to treatment
(D) Use of a nonpenicillin antibiotic to treat the pharyngitis
(E) Use of a single injection of benzathine penicillin to treat the pharyngitis",D,human,human,,GPT,is not really asking any insights about DRESS,human,,human,TRUE,,,,,,,,,,,,,,,,,
102G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,147,"A 32-year-old woman presents to the emergency department with severe abdominal pain and vomiting for the past 6 hours. The patient has a history of opioid use disorder and recently started methadone maintenance therapy. She reports taking an extra dose of methadone today to help with her abdominal pain. On arrival, she is drowsy but arousable. Her temperature is 36.5°C (97.7°F), pulse is 50/min, respirations are 10/min, and blood pressure is 90/55 mm Hg. Examination reveals pinpoint pupils and decreased bowel sounds. In addition to ensuring an adequate airway and establishing intravenous access, which of the following is the most appropriate initial step in management?

(A) Activated charcoal administration
(B) Administration of intravenous fluids
(C) Electrocardiogram (ECG)
(D) Naloxone administration
(E) Serum methadone level measurement",D,GPT,human,,human,,human,,human,FALSE,5,Correct,yes,Correct,yes,,,,,,1,Yes,yes,Yes,yes,yes,
105H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,148,"A 38-year-old woman, gravida 1, para 1, comes to the office because she has been unable to conceive for the past year. She and her husband have had unprotected sexual intercourse three times weekly during this time. They have a 6-year-old daughter. During the past year, menses have occurred at irregular 90- to 120-day intervals. Her last menstrual period was 2 months ago. Menses previously occurred at regular 30-day intervals. She used an oral contraceptive for 4 years after the birth of her daughter but discontinued it 14 months ago. She has no history of serious illness and takes no medications. The patient appears well. She is 163 cm (5 ft 4 in) tall and weighs 63 kg (140 lb); BMI is 24 kg/m². Vital signs are within normal limits. Examination shows no abnormalities. Results of serum studies are shown:

Thyroid-stimulating hormone: 3 μU/mL
Follicle-stimulating hormone: 100 mIU/mL
Prolactin: 10 ng/mL
β-hCG: negative

This patient’s diagnosis puts her at risk for which of the following?

(A) Breast cancer
(B) Endometrial cancer
(C) Obesity
(D) Osteoporosis
(E) Unplanned pregnancy",D,human,human,,human,,GPT,Her FSH is 100 but her LMP was 2 months ago. I agree she is likely in premature perimenopause based on the information provided but in reality we would need a few additional labs to help make a diagnosis when her LMP was 2 months ago,human,TRUE,,,,,,,,,,,,,,,,,
099G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,157,"A randomized controlled trial is conducted to evaluate the effectiveness of a new antihypertensive drug in reducing the incidence of stroke. Ten thousand patients with hypertension are randomly assigned to receive either the new antihypertensive drug or a standard antihypertensive drug. After a follow-up period of 3 years, the results show that the incidence of stroke is 3% in the new antihypertensive drug group and 6% in the standard antihypertensive drug group. The difference in incidence is statistically significant. Which of the following is the most accurate interpretation of these results?

(A) Absolute risk reduction is 1%
(B) Absolute risk reduction is 3%
(C) Number needed to treat is 10
(D) Number needed to treat is 33
(E) Relative risk reduction is 33.3%
(F) Relative risk reduction is 50%",B,GPT,GPT,B and D are both true,GPT,multiple correct answers.. or I'm misunderstanding something,GPT,"ARR 3, RRR 50%, NNT 33. There are multiple correct answers based on my calculation",GPT,TRUE,3,"Not correct - Oddly, GPT identifies answers D and F as both correct, but doesn't consider them as correct answers",no,No - multiple correct answers are presented. It seems like the prompt needs to specifiy 'only include one correct answer',no,,,,,,,,,,,no,Multiple correct answers
098G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,158,"A 52-year-old man with a history of hypertension and type 2 diabetes presents to the emergency department with severe chest pain that began one hour ago. His electrocardiogram (ECG) shows ST-segment elevation in the anterior leads. The patient is diagnosed with an ST-segment elevation myocardial infarction (STEMI). In addition to emergent reperfusion therapy, which of the following medications should be initiated immediately to reduce the patient's risk of complications?

(A) Amiodarone
(B) Aspirin
(C) Digoxin
(D) Furosemide
(E) Nifedipine",B,GPT,human,,human,,human,,human,FALSE,3,Correct,yes,Correct,yes,,,,,,,,,,,yes,
009G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,161,"A 45-year-old woman presents to the emergency department with a 2-day history of severe abdominal pain, nausea, vomiting, and diarrhea. She reports that the pain is located in the lower right quadrant and is constant with occasional sharp, stabbing sensations. She has no significant past medical history. Her temperature is 38.2°C (100.8°F), pulse is 110/min, respirations are 22/min, and blood pressure is 125/80 mm Hg. Physical examination reveals rebound tenderness and guarding in the lower right quadrant. Which of the following is the most appropriate next step in management?

(A) Abdominal X-ray
(B) Computed tomography (CT) of the abdomen and pelvis
(C) Intravenous administration of fluids and broad-spectrum antibiotics
(D) Laparoscopic appendectomy
(E) Upper endoscopy",B,GPT,human,,human,I think they're starting to treat some appendicitis non-surgically?,human,,human,FALSE,3,Correct,yes,Correct,yes,,,,,,1,Yes,yes,Yes,yes,yes,
035H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,163,"A 35-year-old woman is evaluated for a persistent fever 4 days after admission to the hospital for treatment of pyelonephritis. She has type 2 diabetes mellitus poorly controlled with insulin. She has received ciprofloxacin since admission. Results of initial blood cultures are pending. Temperature is 40.0°C (104.0°F), pulse is 110/min, respirations are 20/min, and blood pressure is 100/60 mm Hg. Examination shows marked right costovertebral angle tenderness. Which of the following is the most appropriate next step in management?

(A) Addition of clindamycin to the medication regimen
(B) Addition of vancomycin to the medication regimen
(C) CT scan of the abdomen
(D) Doppler ultrasonography of the lower extremities
(E) Repeat blood cultures and fungal cultures",C,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
039H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,164,"A 52-year-old woman with type 2 diabetes mellitus comes to the office for a follow-up examination. Two weeks ago, she was treated with amoxicillin for a urinary tract infection. At that time, her blood pressure was 165/98 mm Hg, and serum creatinine concentration was 1.2 mg/dL; lisinopril therapy was also begun. During the past week, she has had increased swelling of the lower extremities and shortness of breath. Her dysuria has resolved. She appears anxious. Temperature is 36.8°C (98.2°F), pulse is 110/min, respirations are 20/min, and blood pressure is 185/105 mm Hg. Diffuse bilateral crackles are heard on pulmonary examination. An S3 gallop is heard. There is 3+ pitting bilateral pretibial edema. 

The laboratory studies showed that the levels for Serum Urea nitrogen is 45 mg/dL and Serum Creatinine is 4 mg/dL. As for the urine, its specific gravity is 1.010, no blood, and has moderate numbers of Hyaline casts.

Which of the following is the most likely diagnosis?

(A) Acute glomerulonephritis
(B) Acute interstitial nephritis
(C) Acute kidney injury
(D) Acute obstructive uropathy
(E) Intravascular volume depletion",C,human,human,,GPT,wording of question is unusual. answer choice C is technically correct no matter the cause,GPT,amoxicillin is an unusual choice of antibiotic for a UTI,GPT,FALSE,,,,,,,,,,,,,,,,,
